Date,Vegetation,Barren,Water,Buildup,Variation
2013-01-01,319.37,592.45,1902.18,309.19,0
2013-02-01,312.63418127871813,577.306922836161,1927.337730607645,305.82620936696065,0
2013-03-01,306.9213615211067,564.8025150342739,1947.9285684263389,303.3758686306276,0
2013-04-01,301.0073650648204,552.2572606367916,1968.3648358458015,301.31390477607243,0
2013-05-01,295.69527848463684,541.4163134239282,1985.7798465157105,299.9697251586587,0
2013-06-01,290.6309626752103,531.5569435814925,2001.334601147392,299.25371780389224,0
2013-07-01,286.1411476887621,523.3152394864163,2014.0255671839639,299.2120767346612,0
2013-08-01,281.9265125261954,516.1417541990274,2024.698809027864,299.84202587968343,0
2013-09-01,278.14368228252476,510.3332266363347,2032.891282077974,301.15598570492625,0
2013-10-01,274.89401461777567,506.01169248939647,2038.457459487218,303.07882900344606,0
2013-11-01,271.96086502096483,502.88904948175036,2041.768419749546,305.73874532847753,0
2013-12-01,269.5334689499511,501.1667584525995,2042.6105525254536,308.96412717517995,0
2014-01-01,267.45,500.73,2041.04,312.97,0
2014-02-01,265.798335968945,501.6581992720968,2036.988678680757,317.6598835050408,0
2014-03-01,264.6776559315385,503.66978308976445,2031.1971470170997,322.4838290869736,0
2014-04-01,263.84781416547906,507.19580512821784,2022.4243625096742,328.4755393704985,0
2014-05-01,263.45587728551504,511.9077060791631,2011.572548734207,334.9252379512268,0
2014-06-01,263.4757161663154,518.1196126726633,1997.918251439,342.26290473454037,0
2014-07-01,263.9060508800867,525.4307567413956,1982.3423930301956,350.0151418634513,0
2014-08-01,264.18527481661425,533.4091740668989,1965.8436578959631,358.17134320301886,0
2014-09-01,263.5941261815731,540.7244331770947,1951.3578909778494,365.8480754456157,0
2014-10-01,262.1918831060628,547.1700380088026,1939.261035401485,372.81935436346424,0
2014-11-01,259.88506271838276,553.1756955508034,1928.7466341284469,379.5499318844212,0
2014-12-01,256.82249214031884,558.353944026194,1920.4930356279626,385.6055772006829,0
2015-01-01,252.8,563.05,1913.95,391.39,0
2015-02-01,247.90560910014335,567.080520750625,1909.4251993719936,396.69359007192634,0
2015-03-01,242.73545334941107,570.1489493845428,1907.0729987110724,401.0706435054407,0
2015-04-01,236.181642229789,572.9128063233072,1906.389355018467,405.45910032201056,0
2015-05-01,229.00908062081336,574.9538284084689,1907.649392886144,409.24817721467167,0
2015-06-01,220.73959774855248,576.4080837790384,1910.9371148386142,412.69047930960164,0
2015-07-01,211.90670863702314,577.1817495078824,1916.0404097821704,415.5639226006758,0
2015-08-01,203.0618360220456,577.4972307484251,1921.6469026693553,418.4016536899686,0
2015-09-01,195.86049859013107,577.5240178740007,1925.6260474536937,421.51207729036093,0
2015-10-01,190.45913380908632,577.2754861757459,1927.9233123785943,424.7826451160124,0
2015-11-01,186.49765069350843,576.7350668737774,1928.691848439052,428.4313950219665,0
2015-12-01,184.23162879924112,575.9376257295124,1927.8820726634233,432.22292378848414,0
2016-01-01,183.51,574.83,1925.44,436.41,0
2016-02-01,184.43485454184798,573.4341218237031,1921.3663065096873,440.87065187499815,0
2016-03-01,186.7906138965502,571.8673433541986,1916.078314244145,445.2911897135546,0
2016-04-01,190.90221038889328,569.9135572163829,1908.846644959851,450.2813428727118,0
2016-05-01,196.44884617971078,567.7483417148463,1900.294734979624,455.3710038197486,0
2016-06-01,203.80029698839056,565.2273491494867,1889.8524569714496,460.8994832844676,0
2016-07-01,212.4822756659855,562.5132242019398,1878.193506290693,466.5101051723705,0
2016-08-01,221.6604327903477,559.104918640568,1866.268696111901,472.5815693128961,0
2016-09-01,229.4687873566247,554.7251109457148,1856.4007485049065,478.9365521493932,0
2016-10-01,235.7195300262629,549.5612492911604,1848.8113570964965,485.3564880294826,0
2016-11-01,240.8293769772382,543.2690762332675,1842.9945624594448,492.26937267850366,0
2016-12-01,244.46866066432645,536.2545384209326,1839.325641667109,499.22921353845504,0
2017-01-01,246.88,528.05,1837.56,506.7,0
2017-02-01,247.9199666131433,518.873603771621,1837.8531409897473,514.4543103334836,0
2017-03-01,247.68056718691886,509.74991337080564,1839.8874811080245,521.7018983539673,0
2017-04-01,246.11050184427856,498.7238522830932,1844.0989503801757,529.9958186372692,0
2017-05-01,243.2853542794806,487.12813250641676,1850.134801112875,538.2921455949115,0
2017-06-01,239.01678132153864,474.1897060556647,1858.3974233549695,547.1439676907374,0
2017-07-01,233.58017477419068,460.74331012120786,1868.3537447037427,555.9801996282417,0
2017-08-01,227.43535613333017,447.2809562017012,1878.904681221013,564.944838734906,0
2017-09-01,221.73305427834794,435.9096041674269,1887.6256217863736,573.2111556370523,0
2017-10-01,216.63805673266316,426.8994001715486,1894.3185022058829,580.5448257358706,0
2017-11-01,211.81069699323024,419.6496639476746,1899.4295145075075,587.4347603712819,0
2017-12-01,207.56241762388356,414.6281204134739,1902.6289159621108,593.436447631324,0
2018-01-01,203.61,411.5,1904.13,598.95,0
2018-02-01,200.102225090576,410.46647122787715,1903.7965303300894,603.7640794134501,0
2018-03-01,197.31609216733298,411.3333075666421,1901.9184938721023,607.5110682478496,0
2018-04-01,194.654572746719,414.2862596603161,1898.093454242185,610.9938926819984,0
2018-05-01,192.50226787945516,419.13828546567817,1892.6450635049735,613.6983765214642,0
2018-06-01,190.71569057439055,426.21285336975245,1885.2100956113206,615.804818688878,0
2018-07-01,189.41010388346476,435.0535396367921,1876.2682259092037,617.1773196895676,0
2018-08-01,188.42578124472467,444.91615743501956,1866.315242307937,618.2056330684355,0
2018-09-01,187.72575460323722,453.9315534098291,1856.9364371213817,619.1924132964484,0
2018-10-01,187.31881818725353,461.84617929110755,1848.4095563336239,620.1085510249889,0
2018-11-01,187.17784290237466,469.1876768042735,1840.1661412254798,621.0151221026259,0
2018-12-01,187.31192392827026,475.48240094847756,1832.738025029733,621.8536380727384,0
2019-01-01,187.73,481.15,1825.63,622.68,0
2019-02-01,188.4321841382029,485.96692934150684,1819.0989764855262,623.4655999000216,0
2019-03-01,189.31061191642044,489.58653546841117,1813.6959326156402,624.1401381713207,0
2019-04-01,190.5535178585563,492.7844482650496,1808.2630732753669,624.8481587291757,0
2019-05-01,192.02683878156287,495.06925171584,1803.554849758205,625.4945290349826,0
2019-06-01,193.8287960803073,496.5932660508349,1799.2573804963433,626.122340442462,0
2019-07-01,195.8431344451932,497.2581677645509,1795.6479215711922,626.6910889898411,0
2019-08-01,197.95596555576185,497.42369483464387,1792.4280735258478,627.3229741136287,0
2019-09-01,199.8054312003707,497.434341502328,1789.6577903136358,628.1000231318272,0
2019-10-01,201.3438667202839,497.2979544064448,1787.4047744667994,628.9904288948313,0
2019-11-01,202.6738344834955,497.0054410739352,1785.5188249288822,630.0535517868411,0
2019-12-01,203.70953011818557,496.5756733327032,1784.1216158636216,631.2208032341787,0
2020-01-01,204.52,495.98,1783.12,632.57,0
2020-02-01,205.06646276176014,495.2302617491657,1782.5677996102006,634.0645785705453,0
2020-03-01,205.33866237505364,494.3894176635525,1782.4580840137335,635.5943478785887,0
2020-04-01,205.37414361412795,493.3414892485932,1782.7757200248798,637.370310587309,0
2020-05-01,205.15711035449155,492.18067465337754,1783.5110131038741,639.2274070185599,0
2020-06-01,204.67309371216868,490.8295862382247,1784.7129827893157,641.2894436010916,0
2020-07-01,203.95332056730913,489.37539099766036,1786.304082649886,643.4233857166763,0
2020-08-01,202.94980604358906,487.7211425823138,1788.390386009623,645.7714961730195,0
2020-09-01,201.68228439981465,485.91282924883603,1790.926104843182,648.2649884340865,0
2020-10-01,200.20428060838913,484.01615828086057,1793.8079296858011,650.8164683030923,0
2020-11-01,198.41726108321748,481.90468494718925,1797.2279821936554,653.5960344379707,0
2020-12-01,196.4365174065689,479.71463333386515,1800.965613817851,656.4243599913103,0
2021-01-01,194.13,477.3,1805.27,659.49,0
2013-01-01,320.1221447529158,591.2378363772599,1902.7671369110321,311.1013237291677,1
2013-02-01,313.6336182962807,576.9548083349471,1929.42513483621,307.48189991835807,1
2013-03-01,306.06780800803506,565.6558525116807,1943.8100049064378,301.6813055390281,1
2013-04-01,300.88696320381115,551.7259094070282,1967.3848832224944,299.8301908509923,1
2013-05-01,294.7747974866502,542.8718280159483,1987.1742142363496,300.6057586512527,1
2013-06-01,290.56106042639965,530.7226695169697,2004.7347832549299,297.75862964058547,1
2013-07-01,285.6828202189724,523.5267486468194,2013.3347274556604,305.62707680289304,1
2013-08-01,282.22106089722786,514.8870688596687,2022.1132247196222,297.7208870913416,1
2013-09-01,277.79962201773964,512.2378280397027,2033.3197844624772,303.7685184656351,1
2013-10-01,274.29857658253883,505.9586111433802,2035.2111435576462,297.40477921569203,1
2013-11-01,273.17700424587275,501.6781388183376,2044.5240327854892,303.78153881105,1
2013-12-01,267.81293696667154,501.39391642944054,2043.53788765935,309.5511356452616,1
2014-01-01,267.2236742599782,500.779428177253,2040.8698342492567,316.7713985624306,1
2014-02-01,265.8919483552097,500.8788177803694,2038.7619550967015,316.9217240036123,1
2014-03-01,265.6145747670342,503.8186458084346,2031.4211708442363,326.00813345049073,1
2014-04-01,263.1322630591378,505.50763913799403,2018.3060276440833,330.2987211482128,1
2014-05-01,263.73135176074913,511.42740872274175,2014.5457777467755,335.1758672849635,1
2014-06-01,263.08660277696333,518.2102284624448,1997.3329568951751,339.0406268391408,1
2014-07-01,263.1657732907331,524.4852078785569,1984.0349726310249,348.1643193169078,1
2014-08-01,265.0161846308742,532.7980180975667,1964.5012159658809,354.8622582256206,1
2014-09-01,262.9501785277026,540.7791946911076,1948.3278043823325,367.86180654653407,1
2014-10-01,262.87027721127356,546.033482036794,1938.7396123774788,368.3943481046387,1
2014-11-01,259.5751640652803,552.9237248593253,1930.0190133751753,379.43742563200846,1
2014-12-01,256.5623797273811,559.3194952419013,1921.9699543395602,384.7519841944163,1
2015-01-01,251.41221890579715,561.9712883439524,1914.0091488944777,392.7192705297653,1
2015-02-01,246.92232404972432,565.5433328051158,1908.656131227789,395.3425196760336,1
2015-03-01,242.45215158152874,569.9185445029395,1908.012584782326,401.8905994080287,1
2015-04-01,236.43859417089936,571.101838825974,1903.023358418839,405.4771982241188,1
2015-05-01,227.58510311978617,575.7702638411503,1908.4818533961613,409.1065699987206,1
2015-06-01,221.07875055591018,575.7732485704266,1912.245904030069,415.8737708888331,1
2015-07-01,213.15896510632402,577.4680256373462,1915.9427825517039,416.4588318665324,1
2015-08-01,203.76336110180242,577.3062835504209,1924.1629566909482,413.62236457868113,1
2015-09-01,195.9341429773133,579.4979186246829,1925.8551454975336,426.72861896445505,1
2015-10-01,190.0352007505713,575.661021181398,1928.2793997496974,423.15025861523145,1
2015-11-01,187.71630739646199,575.9465304949008,1928.912840391719,426.43907058134374,1
2015-12-01,184.4665276015838,574.4321903939768,1928.482226780523,429.95710047526853,1
2016-01-01,183.5347269275071,573.9766757617957,1925.5668388933914,439.81126770630647,1
2016-02-01,183.6750144405352,573.2929895120698,1919.971799655361,437.07777581569576,1
2016-03-01,187.19953663470363,572.8318998618251,1916.27775763542,447.65996849407634,1
2016-04-01,190.50407401517526,569.5734437214287,1906.2093580018648,449.3822963066343,1
2016-05-01,196.8984989152775,568.4305626349546,1900.6193165397472,454.25186881224386,1
2016-06-01,204.3134491503897,566.9294353026638,1891.533545449516,457.14391108325134,1
2016-07-01,212.27969325246713,561.221211452194,1876.8597645805007,465.7768028121047,1
2016-08-01,221.6246780542777,559.8919725880108,1865.5612522647261,476.0967905701694,1
2016-09-01,229.24478073384205,555.3071189658583,1857.3648661403304,479.81180385579125,1
2016-10-01,234.95437196733334,549.4847861470769,1850.1626830351788,484.2321510298405,1
2016-11-01,241.5776382918899,544.3468602499163,1841.3905857179077,494.151976486373,1
2016-12-01,244.6395820327334,535.408902676077,1837.7264639203613,498.23267764062456,1
2017-01-01,246.54002217205425,527.5538800482799,1836.9554395464656,510.4565136497325,1
2017-02-01,247.8351558725264,519.0601205165403,1837.3214515848458,513.9609273540858,1
2017-03-01,247.080853564704,508.85399306749053,1839.0516890521558,524.0754108570382,1
2017-04-01,246.77138155448458,499.73260021085093,1845.8504517280562,527.7352237181528,1
2017-05-01,244.80187802266028,486.73316053710823,1851.5760253511219,538.3206589630194,1
2017-06-01,239.5841389011056,473.2749937301113,1856.946032729358,552.0411927467462,1
2017-07-01,234.05753309647713,461.0883142420315,1868.2072577319047,558.5348487853935,1
2017-08-01,226.6239587841256,448.05106845201874,1878.2326022948546,568.3879561903067,1
2017-09-01,222.98747076397603,436.5294459987227,1888.4586988601436,570.2792813874447,1
2017-10-01,216.8916243198341,426.64983714609826,1894.860340164165,579.5079847464532,1
2017-11-01,211.66547739022124,419.7339718483707,1896.1692605918288,588.8160302477871,1
2017-12-01,207.7540572917576,415.40188903206314,1903.798744103057,593.1122870559121,1
2018-01-01,203.50659244980727,412.000335479337,1901.258043579981,601.4789549212229,1
2018-02-01,199.287128188467,409.9894972552794,1904.4210270934338,600.0898866431716,1
2018-03-01,197.62233532294314,411.6985300416835,1900.2694291582036,605.4728519732602,1
2018-04-01,193.1481004851788,415.44722541994986,1899.3753882110384,611.0533719195209,1
2018-05-01,193.0914709718743,417.78091590480193,1894.6230365535027,616.0427206055955,1
2018-06-01,192.35344171171403,426.10310799329125,1885.5504174561793,614.5787661887742,1
2018-07-01,188.3497364678812,434.1757129238478,1875.06471842763,614.8347474009487,1
2018-08-01,188.7267085373094,444.48754259732743,1865.5096110080722,620.1960836921111,1
2018-09-01,187.93503521839548,453.9333411342836,1859.2352827299533,616.793447557557,1
2018-10-01,188.50198435379988,461.5598890901323,1850.1770755233372,620.8330329596745,1
2018-11-01,187.7809472866977,470.4632201083903,1839.0582456806885,616.1038434561829,1
